61262.1551 7774.5215 9332.8159 -443510.5129 57371.4855 88983.6920 -218755.6084 300.0877 -307739.3004 -216852.3429 299.7707
61220.5130 7785.9223 9276.9399 -443740.2655 57389.6888 89058.6257 -218981.0617 300.3404 -308039.6874 -217090.9973 299.8399
61471.0717 7769.5337 9329.7241 -443400.2499 56954.7290 88545.2612 -219301.0655 298.6091 -307846.3268 -217361.7994 299.6552
61148.0074 7666.6227 9347.0876 -443223.9612 57016.4355 88515.7759 -219500.3947 298.5097 -308016.1707 -217604.2852 298.9116
61362.0956 7814.8389 9297.0411 -443673.0375 57460.6663 88683.6333 -219026.6402 299.0757 -307710.2736 -217118.1501 299.0893
61039.7478 7885.1152 9290.0348 -443329.8934 57229.3557 88628.2228 -219229.5176 298.8889 -307857.7404 -217304.9271 299.0612
61024.2200 7797.7504 9355.9862 -443371.7617 57262.4050 88615.6147 -219288.6146 298.8464 -307904.2293 -217383.1608 298.6794
61611.2138 7811.2820 9413.1332 -443480.9500 56928.3160 88969.7779 -218719.9288 300.0407 -307689.7067 -216833.5039 299.4402
61265.8816 7814.3506 9323.8327 -443221.3852 57294.6757 88872.9040 -218621.8916 299.7140 -307494.7956 -216719.1756 299.9738
61165.6512 7824.8021 9314.3127 -443527.2448 57441.3039 89361.6796 -218390.8266 301.3624 -307752.5062 -216414.2527 300.4487
61542.9414 7781.4577 9269.4669 -443552.1908 57382.6966 89070.1699 -218477.6971 300.3793 -307547.8670 -216582.2414 300.4436
61389.6050 7817.6610 9338.1021 -443804.7376 57494.3695 88621.4224 -219115.2980 298.8659 -307736.7205 -217169.2721 298.9360
61546.8595 7735.2329 9327.6306 -443881.3927 57478.5179 88839.0036 -218923.6345 299.5997 -307762.6382 -217007.2513 299.3213
61194.5850 7645.6258 9374.1408 -443153.0769 57261.8586 88783.0304 -218864.3289 299.4110 -307647.3593 -216948.0056 299.7156
61256.6374 7705.9589 9333.3817 -442975.8939 56806.6804 88738.8814 -219105.1473 299.2621 -307844.0286 -217169.9151 298.8896
61100.9589 7744.1216 9270.3213 -442697.7264 56991.8011 88819.1075 -218743.7173 299.5326 -307562.8248 -216808.8090 299.3133
61458.6364 7750.6512 9385.5054 -443363.1432 57154.7778 88920.4784 -218664.6194 299.8745 -307585.0978 -216758.9563 299.2772
61524.6906 7768.9055 9340.8115 -443650.3655 57331.3259 89132.3240 -218523.2972 300.5889 -307655.6212 -216562.6545 299.9578
61248.6581 7763.8078 9303.8342 -444086.8886 57758.0256 89000.0254 -218983.1356 300.1427 -307983.1610 -217048.0003 300.0533
61632.6598 7744.3435 9311.7191 -443937.5568 57734.4932 88867.3896 -218618.2004 299.6954 -307485.5900 -216735.1164 300.0367
61253.0316 7721.3263 9258.9259 -443443.2115 57353.3080 88761.7014 -219065.2088 299.3390 -307826.9101 -217164.7502 300.0758
61219.0393 7702.4505 9267.9493 -442613.7558 56549.3155 88746.4896 -219097.8750 299.2877 -307844.3646 -217150.0283 299.2636
61410.0589 7773.4925 9329.5224 -443425.0996 57037.9106 89032.8142 -218811.8615 300.2533 -307844.6758 -216877.5422 299.1877
61322.8946 7679.9709 9257.8577 -443252.8350 56973.6494 89173.5355 -218816.1873 300.7279 -307989.7228 -216883.8299 299.9356
61476.1306 7746.8203 9375.7902 -443375.7610 56936.9272 88703.6189 -219107.9968 299.1431 -307811.6157 -217224.0257 299.4876
61313.0787 7807.1058 9277.9738 -443975.6901 57784.3489 89231.1440 -218533.1232 300.9222 -307764.2673 -216578.2840 299.7718
61644.1291 7671.4441 9317.9730 -443902.6618 57274.6927 88971.1475 -218994.0149 300.0454 -307965.1624 -217106.0890 299.6040
61291.0777 7803.7519 9347.1226 -443361.6435 57353.0248 88975.4478 -218560.5095 300.0599 -307535.9573 -216656.4856 300.3084
61569.8675 7797.1626 9351.9922 -443153.7126 57079.0057 88619.8872 -218704.1153 298.8608 -307324.0025 -216795.9649 300.1618
61149.2871 7776.0405 9296.5912 -442689.8746 56706.6946 88998.4754 -218735.3401 300.1375 -307733.8156 -216794.2974 299.5240
61496.1072 7878.7418 9323.1434 -443743.9537 57526.7959 89061.3932 -218429.9781 300.3497 -307491.3713 -216539.4781 299.7166
61804.4005 7745.8709 9356.4539 -444200.6404 57780.6995 89241.2413 -218243.5216 300.9562 -307484.7630 -216265.6315 300.6864
61270.6818 7794.8012 9321.9596 -442442.3212 56973.6702 88611.3550 -218441.8746 298.8320 -307053.2295 -216557.9428 300.4103
61321.5048 7661.6917 9339.5817 -444019.6929 57653.4415 89749.3283 -218265.6240 302.6697 -308014.9523 -216290.0800 300.5849
61027.7991 7772.0825 9306.7636 -443529.3569 57721.5540 89475.2963 -218198.9557 301.7455 -307674.2521 -216284.5707 301.2114
61553.3562 7799.2095 9396.2083 -443317.7930 57393.2190 88935.5016 -218213.0468 299.9251 -307148.5483 -216264.1363 300.3575
61201.5996 7809.7154 9343.5633 -442952.3487 57069.4041 89220.9165 -218282.8436 300.8877 -307503.7600 -216348.1814 299.6283
61532.9597 7738.4794 9349.5171 -443513.6763 57442.5359 89269.8613 -218153.7480 301.0527 -307423.6093 -216216.5899 300.5073
61732.7021 7728.8424 9368.6023 -443776.5103 57335.3826 89150.9564 -218434.8576 300.6517 -307585.8141 -216538.2199 300.1189
61369.2635 7741.7981 9324.7252 -443395.0833 57224.3782 89150.6690 -218558.3008 300.6508 -307708.9698 -216605.3729 299.7510
61620.2022 7768.8124 9334.1006 -443924.5774 57598.3184 89274.4404 -218304.7613 301.0682 -307579.2017 -216442.7289 300.9277
61108.7676 7754.9135 9390.0348 -442759.8514 57047.0412 88674.3217 -218758.7740 299.0443 -307433.0957 -216840.2953 299.5467
61109.6284 7691.0421 9377.8757 -442252.6602 56660.2833 89178.1384 -218209.9753 300.7434 -307388.1137 -216257.1184 299.7516
61829.4216 7734.8841 9387.0673 -443590.4140 57541.5332 89213.7263 -217858.1008 300.8634 -307071.8271 -215951.0259 300.1121
61156.9066 7761.5629 9353.0768 -442545.8991 57174.6341 88870.8377 -218203.3139 299.7071 -307074.1516 -216250.5608 299.9870
61309.0609 7749.1059 9347.7237 -442884.1232 56967.7920 88870.8883 -218615.1736 299.7072 -307486.0618 -216684.5564 299.6960
61498.3797 7755.5052 9369.5401 -443076.2199 57287.7647 89041.1616 -218098.0108 300.2815 -307139.1725 -216157.4545 299.6922
61840.8628 7782.3258 9383.8767 -443318.6163 57017.4052 89080.8093 -218186.0173 300.4152 -307266.8266 -216255.8782 300.4042
61274.1903 7680.3802 9356.8032 -442726.8276 56942.5866 88923.7788 -218522.1313 299.8856 -307445.9101 -216613.4751 299.9621
61806.2975 7786.8894 9379.6044 -443702.3319 57558.8059 88954.0929 -218189.1397 299.9878 -307143.2326 -216320.5821 300.1034
61418.8897 7827.6725 9357.7748 -443084.8382 57164.2770 89019.4867 -218269.7317 300.2084 -307289.2184 -216321.6064 300.1890
61488.6243 7772.8893 9342.2617 -443259.6354 57138.1920 88721.4347 -218769.3830 299.2032 -307490.8178 -216847.7275 300.2468
61649.9698 7751.4055 9286.5376 -442859.1835 56727.6250 89021.5294 -218395.3796 300.2153 -307416.9090 -216455.1680 300.0057
61586.9519 7896.2116 9341.6741 -443230.8320 57197.2538 88488.3613 -218693.3955 298.4172 -307181.7568 -216803.3595 299.5985
61054.3316 7756.8834 9303.7125 -443101.9134 57106.2343 89146.9971 -218706.6203 300.6384 -307853.6174 -216763.0757 299.7898
61536.4183 7747.5349 9354.3782 -443729.6216 57280.3129 88550.0422 -219234.4046 298.6252 -307784.4468 -217344.5827 299.5500
61167.7968 7754.0546 9318.2565 -443153.0251 57026.0590 88705.4113 -219155.0667 299.1492 -307860.4780 -217256.9129 298.6597
61327.8604 7835.6897 9359.9894 -443837.7364 57531.0098 88668.4637 -219089.1366 299.0246 -307757.6004 -217171.6960 299.5617
61083.9117 7873.9613 9358.5175 -443324.0648 57328.8297 88770.4628 -218881.5531 299.3686 -307652.0159 -216941.0360 299.3170
61137.5272 7952.6997 9371.7465 -443360.7673 57264.9922 88887.9342 -218717.9974 299.7647 -307605.9316 -216834.9802 299.5515
61427.0310 7719.1779 9370.7499 -444243.5682 57717.5987 88926.3469 -219054.4439 299.8943 -307980.7908 -217119.6976 299.7088
60902.4096 7777.3747 9372.5997 -442839.2275 57074.7662 89123.6255 -218561.4628 300.5596 -307685.0883 -216595.6405 300.0381
61361.9486 7796.4384 9342.6672 -443628.7620 57450.0686 89026.4540 -218623.6719 300.2319 -307650.1260 -216685.6826 300.2082
61397.3397 7753.9093 9352.4418 -442762.7095 56694.4771 88895.8545 -218640.4368 299.7914 -307536.2913 -216730.3090 300.3121
61521.1872 7733.9610 9292.9496 -443037.3468 57492.9307 88820.2176 -218148.6171 299.5364 -306968.8347 -216202.6812 300.1660
61272.4595 7843.8414 9340.4408 -443133.4285 57333.7389 88978.8391 -218335.8714 300.0713 -307314.7105 -216466.3133 299.8273
61725.5549 7784.5535 9285.6530 -442629.7704 56585.7989 89134.4219 -218085.8529 300.5960 -307220.2748 -216158.8762 300.4285
61406.4690 7733.8958 9380.2858 -442156.6228 56551.2105 89228.9447 -217829.9331 300.9147 -307058.8778 -215957.0773 300.4598
61445.2025 7853.4541 9287.6227 -442618.6853 57187.4578 89419.3405 -217396.6808 301.5568 -306816.0213 -215473.0241 301.1238
61807.2096 7748.1099 9371.5695 -443030.1637 57069.9943 88996.3985 -218010.2067 300.1305 -307006.6052 -216098.9961 301.0258
61689.9683 7809.7842 9359.4739 -443193.2057 57278.7953 89008.6764 -218021.3876 300.1719 -307030.0640 -216118.5713 300.6732
61114.6408 7752.5739 9393.5309 -442745.8411 57254.8321 89350.1445 -217855.5933 301.3235 -307205.7378 -215916.5672 300.5285
61736.2319 7947.7082 9319.6475 -443766.3184 57483.4595 89091.6191 -218176.8932 300.4516 -307268.5124 -216256.0772 300.4516
60903.2255 7895.3621 9340.1125 -440078.9343 57283.0585 89235.6996 -215409.7611 300.9375 -304645.4608 -213909.9516 291.8782
60627.9390 7889.7694 9343.6905 -440648.2658 56746.4079 89745.0043 -216283.3526 302.6551 -306028.3569 -214005.2885 300.7565
61281.6617 7812.5479 9337.9714 -440758.3422 56920.2976 89047.3002 -216347.5569 300.3022 -305394.8572 -214547.8682 301.8070
61596.5789 7857.6293 9324.1529 -441435.9379 56782.5890 89601.2410 -216262.1943 302.1703 -305863.4353 -214313.6794 301.7390
61546.3701 7955.4882 9330.5069 -441866.0868 56764.5580 89388.1715 -216870.2614 301.4517 -306258.4329 -214920.7090 301.2023
61006.7612 7869.0932 9353.5243 -441467.5139 56792.6253 89276.2311 -217158.2574 301.0742 -306434.4885 -215236.4725 300.9331
61487.5335 7843.2548 9299.0601 -441928.0486 56924.9775 89541.8181 -216820.0558 301.9699 -306361.8739 -214948.9521 301.5085
61555.0962 7827.1221 9252.0130 -442802.9712 57708.3580 89213.0233 -217236.7018 300.8611 -306449.7251 -215295.6897 301.5296
61286.6575 7890.0239 9346.2393 -442579.6217 57409.7734 89162.6318 -217473.2850 300.6911 -306635.9168 -215535.9922 300.8235
61492.6410 7859.8216 9308.9169 -442629.2837 57094.9104 89156.8797 -217705.2076 300.6717 -306862.0874 -215750.3812 300.6510
61052.1703 7850.6621 9295.7209 -442423.0642 57307.3434 89366.4780 -217540.2394 301.3786 -306906.7174 -215649.6083 300.7724
61384.4727 7866.9796 9286.2635 -442449.5767 56956.4295 89087.4022 -217856.9693 300.4374 -306944.3715 -215972.4758 300.9883
61154.1710 7827.4082 9259.2927 -442735.8545 57097.8960 89127.0794 -218257.9135 300.5712 -307384.9929 -216303.9523 300.5176
61351.9489 7689.8173 9317.6420 -442413.6753 56909.5019 88961.3853 -218172.8801 300.0124 -307134.2654 -216241.3637 300.4798
61335.1713 7708.3052 9308.0821 -442740.9484 57287.5637 88903.6710 -218186.4690 299.8178 -307090.1400 -216263.6333 300.0949
61530.5797 7807.0533 9265.6855 -443022.7768 57141.0294 88847.5937 -218420.3788 299.6287 -307267.9726 -216531.6086 299.7466
61128.9655 7746.5778 9302.8001 -442405.8186 56950.5450 88578.6463 -218687.7718 298.7217 -307266.4181 -216749.9452 299.7580
61344.1253 7882.6427 9332.9662 -442772.9075 57182.1012 88706.2906 -218313.3486 299.1522 -307019.6392 -216422.2075 299.6148
60973.6716 7936.0440 9276.3901 -442808.1578 57126.9890 89308.0991 -218174.4410 301.1817 -307482.5401 -216245.1489 300.2435
62048.4288 7895.5707 9305.3094 -442414.1294 56493.9806 88556.4101 -218102.8117 298.6467 -306659.2218 -216224.3623 300.0651
61362.2233 7962.1876 9297.1835 -442704.1473 57087.8951 89311.3170 -217671.4004 301.1925 -306982.7174 -215775.9385 300.3772
61752.8988 7936.9759 9289.0891 -443193.4761 57108.0689 88720.7902 -218374.2168 299.2011 -307095.0071 -216456.5749 300.3991
60926.1729 7899.4205 9305.1614 -442420.1745 56791.4158 89399.5746 -218086.5870 301.4902 -307486.1616 -216176.3355 300.1274
61567.0599 7871.6415 9257.1155 -443329.1645 57486.1082 88799.0213 -218338.0364 299.4649 -307137.0577 -216387.5179 300.0981
61426.6417 7894.5487 9310.6577 -443478.2558 57443.4464 88561.5819 -218831.2698 298.6641 -307392.8517 -216952.9351 299.7537
61437.5119 7829.2843 9293.8796 -443493.8510 57393.0024 88839.4920 -218690.3857 299.6014 -307529.8776 -216812.7578 300.0723
61606.4055 7831.3364 9312.3780 -444353.7330 57556.8240 88745.7693 -219288.7790 299.2853 -308034.5483 -217376.7906 299.6702
61205.2799 7833.5484 9266.7015 -443205.8153 57287.6429 88600.2885 -219000.3668 298.7947 -307600.6553 -217097.2444 299.5759
61494.7672 7839.6313 9270.6978 -443373.7447 57106.8289 88600.3302 -219049.7830 298.7948 -307650.1132 -217151.9566 299.4665
61256.6027 7867.7820 9241.3378 -443337.7353 56948.5431 89153.1575 -218857.8271 300.6592 -308010.9846 -216887.3930 299.8354
61846.5145 7823.6498 9327.4885 -444046.8362 57149.7664 88684.7916 -219203.6451 299.0797 -307888.4367 -217282.6649 299.7591
61140.4336 7761.1063 9283.4233 -443280.9168 57198.7055 88577.6324 -219308.6288 298.7183 -307886.2612 -217401.5132 299.1077
61129.1330 7875.4111 9253.1229 -443766.2141 57577.1689 88891.2464 -219030.2089 299.7759 -307921.4553 -217084.7203 299.3889
61608.8661 7868.1254 9235.3492 -443143.4583 57110.5514 88566.9211 -218743.7876 298.6821 -307310.7088 -216857.3136 299.2990
61172.4775 7782.5515 9261.8106 -442801.7199 57035.4922 88934.0544 -218606.1515 299.9203 -307540.2059 -216721.3570 300.1228
61651.8023 7831.0713 9314.9093 -443361.2043 57068.4820 89030.1542 -218454.6092 300.2444 -307484.7633 -216535.0131 300.5589
61412.0569 7741.0905 9250.7636 -443642.1249 57608.0068 88858.7457 -218759.2363 299.6663 -307617.9820 -216813.4756 300.1327
61419.9630 7793.0555 9301.0004 -443322.7111 57052.8142 89070.3353 -218674.5494 300.3799 -307744.8847 -216753.0356 300.3153
61175.5565 7963.5209 9295.6123 -443629.3630 57256.1908 89166.9951 -218760.8176 300.7058 -307927.8126 -216871.1348 299.8125
61582.3732 7850.6412 9345.4927 -443819.0318 57144.4780 88891.1082 -218993.0479 299.7754 -307884.1561 -217060.9012 300.1773
61485.7891 7762.6024 9320.0658 -443240.0210 57133.8122 88876.2567 -218651.8717 299.7253 -307528.1284 -216769.9003 299.8874
61183.5479 7819.2420 9325.6207 -442998.7298 56872.2560 89225.2236 -218561.9475 300.9022 -307787.1711 -216625.5739 300.5819
61466.7503 7813.7037 9294.2748 -443709.4048 57245.4620 89257.7870 -218619.6788 301.0120 -307877.4658 -216683.5078 300.8028
61494.1420 7769.3497 9286.1789 -444166.3734 57579.2874 88956.9048 -219071.2746 299.9973 -308028.1795 -217117.2226 299.8626
61476.4532 7751.2176 9338.6378 -444033.4300 57377.1562 89004.1006 -219075.9015 300.1565 -308080.0021 -217156.2988 299.7038
61179.8189 7819.1000 9293.8081 -443786.1419 57362.2721 88803.3785 -219318.1660 299.4796 -308121.5445 -217373.6324 299.6276
61313.3437 7710.3315 9291.6211 -443701.7040 57313.1570 89077.6769 -218987.0848 300.4046 -308064.7617 -217019.8861 299.6804
61285.9493 7752.4447 9278.6227 -443303.6137 57343.5092 89082.8314 -218550.4971 300.4220 -307633.3285 -216652.0828 300.2816
61829.9999 7719.2044 9325.5257 -443252.3595 56641.6001 89228.8789 -218496.5828 300.9145 -307725.4616 -216547.3182 300.9068
61633.7482 7774.5972 9281.2138 -443594.5472 57368.3222 89189.3173 -218336.8935 300.7811 -307526.2108 -216400.9819 300.7435
61350.8508 7875.4737 9298.8162 -442765.5150 57049.6063 88730.2585 -218451.8308 299.2330 -307182.0894 -216561.4574 300.1532
61109.1953 7743.8056 9330.7198 -442672.4695 57138.9072 88697.7033 -218642.9931 299.1232 -307340.6964 -216722.5201 300.1823
61434.3341 7767.6493 9285.0024 -444313.8937 57730.7001 89063.4550 -219021.9241 300.3567 -308085.3791 -217065.2876 299.5523
61651.7090 7811.3162 9257.5842 -443513.0010 57201.9035 88797.8771 -218783.1399 299.4610 -307581.0170 -216889.6743 299.5489
61462.3367 7744.7030 9316.4504 -443529.4985 57178.9510 88683.9018 -219132.6558 299.0767 -307816.5576 -217224.4032 299.0827
61174.6557 7727.9831 9301.7208 -443810.3053 57609.8678 89150.9182 -218832.4285 300.6516 -307983.3467 -216942.4571 299.6997
61459.4843 7777.3834 9268.7740 -443733.6711 57187.9835 88843.9967 -219186.1426 299.6166 -308030.1393 -217266.6987 299.4118
61349.7751 7785.7594 9289.3642 -443771.3355 57129.0683 88675.8269 -219530.1801 299.0494 -308206.0070 -217615.0242 299.5394
61701.1248 7843.9169 9314.6122 -443643.0107 57215.9397 88637.6453 -218920.3549 298.9207 -307558.0002 -216991.2384 299.6015
61382.2027 7913.2630 9337.6679 -443775.7917 57234.9133 89048.6346 -218849.8001 300.3067 -307898.4347 -216906.8235 299.8464
61066.1484 7760.6015 9302.3365 -443496.0539 57526.9863 88995.0834 -218835.4286 300.1261 -307830.5120 -216892.7067 300.2029
61814.8286 7724.0281 9263.0846 -444062.2947 57327.6232 88861.0930 -219061.9230 299.6742 -307923.0161 -217121.7455 300.3117
61606.2264 7773.4432 9216.7556 -443993.0663 57670.0486 88630.4029 -219086.1448 298.8962 -307716.5477 -217190.2652 299.9643
61804.2681 7733.8636 9294.7019 -444841.2393 57728.3470 89352.3809 -218917.8462 301.3310 -308270.2271 -216939.1303 300.3529
61381.7243 7716.1887 9330.3474 -443485.8381 57361.9890 89141.0796 -218545.4742 300.6184 -307686.5538 -216602.1546 300.9078
61828.3364 7817.1255 9295.8441 -444361.4958 57709.7310 89118.0521 -218583.5807 300.5408 -307701.6328 -216701.1877 300.8083
61480.8569 7784.5446 9416.2630 -444275.4568 57618.1559 89241.6072 -218724.7340 300.9575 -307966.3412 -216751.9807 300.5607
61789.8796 7794.5701 9287.6780 -443086.1561 56935.5492 88798.5974 -218469.6238 299.4635 -307268.2212 -216527.7878 300.1048
61457.7214 7787.6397 9266.1239 -443592.6726 57366.6438 89311.0692 -218392.4805 301.1917 -307703.5497 -216431.3589 300.0743
61142.9493 7836.0311 9280.4774 -443673.0753 57397.0687 89301.6641 -218704.0894 301.1600 -308005.7535 -216733.3366 300.4072
61885.2032 7849.5279 9339.2064 -444045.3236 57450.2296 88821.8308 -218688.2387 299.5418 -307510.0695 -216783.1066 300.2594
60958.8280 7878.7664 9359.1913 -443570.8272 57457.1291 88775.0306 -219131.4772 299.3840 -307906.5078 -217234.9884 299.7943
61692.6278 7826.7063 9281.6999 -444439.3117 57433.5326 88994.6630 -219197.5229 300.1247 -308192.1859 -217269.2414 299.9691
61514.6640 7995.3278 9233.9836 -443527.7811 57197.2801 88588.0810 -218986.8455 298.7535 -307574.9265 -217111.6719 299.3252
61226.7934 7679.8458 9271.3899 -443883.1728 57769.3348 89163.7978 -218760.3981 300.6950 -307924.1959 -216786.7998 299.5546
62057.4759 7763.3990 9268.6979 -443867.8002 57352.5897 88916.1829 -218498.5813 299.8600 -307414.7641 -216606.8274 300.1813
61458.2332 7821.4576 9309.4678 -443823.7037 57326.7657 88841.2702 -219056.0126 299.6074 -307897.2828 -217131.3341 299.8325
61903.0398 7822.3511 9281.3781 -444380.2426 57304.9218 88954.2835 -219104.2215 299.9885 -308058.5050 -217137.9604 299.9543
61238.8950 7757.1809 9318.3791 -443740.0783 57346.4177 88588.7087 -219480.6538 298.7556 -308069.3625 -217608.7979 299.5799
61480.8450 7855.0029 9268.9832 -444481.4742 57344.0172 89025.5788 -219496.5480 300.2289 -308522.1268 -217560.8708 298.7395
61108.6971 7822.4869 9300.1458 -443349.0318 57190.8377 88282.0553 -219632.7776 297.7215 -307914.8329 -217773.7843 299.3657
61575.0647 7903.8104 9237.4619 -444156.9616 57342.7598 89085.0897 -219000.6250 300.4296 -308085.7146 -217065.0221 299.5610
61037.5326 7858.1362 9283.5761 -443339.2722 56996.9806 88710.2267 -219442.4895 299.1654 -308152.7162 -217548.0393 299.6370
61852.3133 7789.0792 9305.9632 -444405.3357 57395.0968 89040.3489 -219012.6063 300.2787 -308052.9552 -217125.9327 299.3975
61243.2150 7817.1811 9278.0233 -443300.8314 57121.9310 89078.4484 -218751.7535 300.4072 -307830.2019 -216832.6614 300.1558
60936.1290 7910.3105 9303.5620 -443649.9510 57392.6999 89325.3510 -218771.2840 301.2399 -308096.6350 -216772.8736 300.4638
61592.1219 7767.6343 9299.1852 -444233.1508 57546.9822 89070.0366 -218945.4971 300.3788 -308015.5337 -217048.2062 300.0781
61555.6933 7786.2071 9319.9829 -444025.1627 57922.3665 88868.3110 -218561.4429 299.6986 -307429.7540 -216658.2638 300.0628
61522.7129 7801.4385 9365.1884 -444044.2876 57490.1521 89064.9897 -218789.5360 300.3618 -307854.5257 -216819.0432 299.8397
61017.4232 7835.1148 9289.8146 -443245.2275 56988.8195 88906.5025 -219196.1598 299.8273 -308102.6623 -217196.5667 300.0191
61445.3417 7833.5061 9280.5361 -444525.8786 58077.4889 89111.0344 -218767.7629 300.5171 -307878.7973 -216814.3518 300.0591
61086.2431 7814.6528 9279.2669 -443219.7446 57097.7221 89072.5175 -218858.7339 300.3872 -307931.2515 -216914.7533 300.1620
61830.9868 7838.4362 9251.7208 -443482.1422 57144.3728 88813.7148 -218592.8171 299.5144 -307406.5319 -216684.0543 299.8941
61462.5510 7877.4970 9324.7248 -444257.4302 57744.3266 88949.7620 -218888.1202 299.9732 -307837.8822 -216983.7521 299.8374
61638.2779 7810.0595 9289.2673 -444076.2828 57603.9498 88886.7409 -218837.7288 299.7607 -307724.4697 -216922.8934 300.3400
61750.4112 7866.9175 9279.9881 -444167.0893 57420.2534 89172.1575 -218668.2733 300.7232 -307840.4309 -216781.5133 300.4024
61143.8750 7878.2431 9298.2388 -443586.5103 57310.0562 89152.7808 -218792.3411 300.6579 -307945.1219 -216818.6365 300.5909
61849.2297 7868.6628 9354.7076 -444269.3755 57424.5522 89213.5919 -218546.5772 300.8630 -307760.1691 -216615.6921 300.5599
61506.4945 7914.7990 9314.4591 -443836.8639 57464.6331 89060.5216 -218565.3232 300.3468 -307625.8449 -216597.2341 300.4599
